player,season,weeks_played,avg_hits,min_hits,max_hits,std_hits,p_hit_all_weeks,p_hit_half_or_more
David Bell,2022,3,1.027,0,3,0.8001693570738634,0.036,0.729
David Moore,2018,4,2.063,1,4,0.411133798172809,0.001,0.946
David Moore,2020,2,1.244,0,2,0.4409807252023608,0.249,0.995
David Moore,2024,4,2.745,1,4,0.7183139981929909,0.123,0.96
DeAndre Carter,2018,3,2.283,0,3,0.6934774689923242,0.42,0.998
DeAndre Carter,2019,1,0.984,0,1,0.125475097130865,0.984,1.0
DeAndre Carter,2021,3,2.692,0,3,0.5245340789691363,0.722,0.999
DeAndre Carter,2022,5,3.178,1,5,0.8498917578138996,0.046,0.982
DeAndre Hopkins,2017,10,8.919,6,10,0.8309265912221125,0.254,1.0
DeAndre Hopkins,2018,13,9.889,7,13,1.018174346563495,0.001,1.0
DeAndre Hopkins,2019,12,7.983,5,11,0.9943394792524333,0.0,0.995
DeAndre Hopkins,2020,11,6.325,4,10,0.9733319063916481,0.0,0.998
DeAndre Hopkins,2021,2,1.479,0,2,0.5075027093523737,0.483,0.996
DeAndre Hopkins,2022,6,4.144,2,6,0.6951719211820915,0.001,0.986
DeAndre Hopkins,2023,13,8.251,5,12,1.1636146269276613,0.0,0.989
DeAndre Hopkins,2024,7,4.571,1,7,1.038729512433338,0.025,0.984
DeSean Jackson,2017,6,3.991,1,6,0.8927031981571479,0.043,0.965
DeSean Jackson,2018,6,4.318,1,6,0.6905620898948913,0.022,0.993
DeSean Jackson,2020,1,0.476,0,1,0.4994236678412428,0.476,1.0
DeSean Jackson,2021,1,0.762,0,1,0.4258591316386206,0.762,1.0
DeVante Parker,2017,7,5.278,2,7,0.739402461451137,0.01,0.998
DeVante Parker,2018,2,1.412,0,2,0.6294886813914925,0.489,0.923
DeVante Parker,2019,10,9.532,7,10,0.6472835545570428,0.611,1.0
DeVante Parker,2020,7,4.115,2,7,0.7414681382230798,0.001,0.991
DeVante Parker,2021,4,3.361,2,4,0.5938678304134684,0.422,1.0
DeVante Parker,2022,3,2.902,1,3,0.3006592755928212,0.903,1.0
DeVante Parker,2023,4,3.594,1,4,0.5875065957076567,0.645,0.999
DeVonta Smith,2021,8,6.868,4,8,0.8310090252217482,0.223,1.0
DeVonta Smith,2022,12,8.737,5,12,1.0648150074073899,0.002,0.999
DeVonta Smith,2023,13,7.705,4,11,1.0059696814516828,0.0,0.991
DeVonta Smith,2024,7,4.943,3,7,0.7401020199945411,0.013,1.0
Dede Westbrook,2017,3,1.913,0,3,0.3056648491403616,0.006,0.999
Dede Westbrook,2018,10,4.63,1,8,1.1265433857601757,0.0,0.527
Dede Westbrook,2019,9,6.88,4,9,0.9184770002564028,0.023,1.0
Deebo Samuel,2019,7,4.995,3,7,0.7648365838530478,0.026,1.0
Deebo Samuel,2020,3,2.867,1,3,0.345414244060664,0.869,1.0
Deebo Samuel,2021,8,6.168,4,8,0.777030243941637,0.033,1.0
Deebo Samuel,2022,9,3.729,1,8,1.0438194288285692,0.0,0.576
Deebo Samuel,2023,5,2.444,1,5,0.6425449400625609,0.004,0.987
Demarcus Robinson,2017,2,1.576,0,2,0.5101215541417555,0.584,0.992
Demarcus Robinson,2018,1,0.876,0,1,0.3295815528818322,0.876,1.0
Demarcus Robinson,2019,4,1.663,0,4,0.7690455123073017,0.015,0.542
Demarcus Robinson,2020,4,3.527,2,4,0.5738214007859936,0.567,1.0
Demarcus Robinson,2021,2,1.1,0,2,0.5531726674375732,0.208,0.892
Demarcus Robinson,2022,7,4.724,2,7,1.0009115845068435,0.029,0.996
Demarcus Robinson,2023,5,4.785,3,5,0.42044619156320107,0.789,1.0
Demarcus Robinson,2024,4,2.249,1,4,0.5089194435271658,0.01,0.974
Demario Douglas,2023,9,5.879,2,8,1.0345815579257152,0.0,0.988
Demario Douglas,2024,8,6.182,3,8,1.0606017160084176,0.093,0.988
Demaryius Thomas,2017,13,7.42,4,11,1.105260150371848,0.0,0.959
Demaryius Thomas,2018,9,4.823,1,9,1.204022840314917,0.002,0.866
Demaryius Thomas,2019,5,3.829,1,5,0.7521695287632968,0.175,0.998
Denzel Mims,2020,2,1.968,1,2,0.17600000000000002,0.968,1.0
Denzel Mims,2021,1,0.21,0,1,0.407308237088326,0.21,1.0
Denzel Mims,2022,2,1.228,0,2,0.6723213517359091,0.366,0.862
Deon Cain,2019,1,0.027,0,1,0.16208331191088116,0.027,1.0
Deontay Burnett,2018,1,0.997,0,1,0.054690035655501276,0.997,1.0
Deonte Thompson,2017,5,3.67,2,5,0.720485947121802,0.107,1.0
Devaughn Vele,2024,2,1.975,1,2,0.15612494995995996,0.975,1.0
Devin Duvernay,2022,5,2.373,0,5,0.7911200920214326,0.002,0.881
Dez Bryant,2017,12,5.976,3,11,1.1980918161810472,0.0,0.655
Diontae Johnson,2019,10,7.04,4,9,0.8357032966310471,0.0,0.997
Diontae Johnson,2020,9,6.939,4,9,0.879362837513617,0.022,1.0
Diontae Johnson,2021,9,5.944,3,9,0.9832924285277498,0.002,0.993
Diontae Johnson,2022,12,6.832,3,10,1.241682729202593,0.0,0.867
Diontae Johnson,2023,8,4.786,2,8,0.8718967828820107,0.001,0.943
Diontae Johnson,2024,3,1.963,0,3,0.33411225658451976,0.037,0.999
Dontayvion Wicks,2023,4,3.084,2,4,0.45491098030274013,0.149,1.0
Dontayvion Wicks,2024,8,4.481,1,8,1.0712791419606749,0.001,0.815
Donte Moncrief,2017,2,1.774,0,2,0.42769615382886017,0.778,0.996
Donte Moncrief,2018,5,4.652,3,5,0.5393477542365407,0.684,1.0
Dontrelle Inman,2017,4,3.795,2,4,0.41590263283610024,0.8,1.0
Dontrelle Inman,2019,1,0.997,0,1,0.054690035655501276,0.997,1.0
Dontrelle Inman,2020,2,1.334,0,2,0.6036919744372954,0.405,0.929
Doug Baldwin,2017,10,6.668,5,10,0.7601157806545,0.001,1.0
Doug Baldwin,2018,7,4.722,2,7,0.8641273054359526,0.013,0.997
Drake London,2022,9,5.064,3,8,0.8705768202749256,0.0,0.985
Drake London,2023,11,7.935,4,10,1.0453587900811854,0.0,0.999
Drake London,2024,12,9.651,6,12,1.0569763478905287,0.012,1.0
Duke Williams,2019,1,1.0,1,1,0.0,1.0,1.0
Dyami Brown,2021,1,0.556,0,1,0.4968541033341679,0.556,1.0
Dyami Brown,2024,2,1.66,0,2,0.49234134500364685,0.669,0.991
Eli Rogers,2017,2,0.905,0,2,0.6663144903121948,0.179,0.726
Elijah Moore,2021,5,3.36,1,5,0.6529931086925803,0.003,0.993
Elijah Moore,2022,3,1.868,0,3,0.4456186710630514,0.031,0.989
Elijah Moore,2023,10,7.319,4,10,1.0075906907072931,0.004,0.997
Elijah Moore,2024,10,4.89,3,8,0.8785783971849069,0.0,0.67
Emmanuel Sanders,2017,8,3.096,1,5,0.6072758845862398,0.0,0.197
Emmanuel Sanders,2018,8,5.124,3,8,0.9146715257402518,0.003,0.973
Emmanuel Sanders,2019,8,5.234,3,8,0.8082351143077119,0.004,0.992
Emmanuel Sanders,2020,8,6.598,4,8,0.8616240479466669,0.146,1.0
Emmanuel Sanders,2021,6,4.208,2,6,0.7339863758953568,0.032,0.99
Equanimeous St. Brown,2018,2,1.92,1,2,0.2712931993250107,0.92,1.0
